INFO:root:Trial 0: n_fft=8192, hop_length=2730, n_mels=30, n_mfcc=16, MSE=4727.75048828125, Threshold=37.84666419029236
INFO:root:Trial 49: n_fft=512, hop_length=170, n_mels=80, n_mfcc=76, MSE=2642.1259765625, Threshold=64.2368311882019
INFO:root:Trial 50: n_fft=512, hop_length=170, n_mels=100, n_mfcc=96, MSE=2612.87744140625, Threshold=64.37630820274353
INFO:root:Trial 51: n_fft=512, hop_length=170, n_mels=80, n_mfcc=92, MSE=2510.020263671875, Threshold=62.67787051200867
INFO:root:Trial 0: n_fft=2048, hop_length=512, n_mels=130, n_mfcc=48, MSE=2396.7900390625, Threshold=70.39337599277496
INFO:root:Trial 1: n_fft=512, hop_length=256, n_mels=70, n_mfcc=12, MSE=11032.943359375, Threshold=141.0375566482544
INFO:root:Trial 2: n_fft=1024, hop_length=256, n_mels=40, n_mfcc=92, MSE=1353.50439453125, Threshold=52.02299237251282
INFO:root:Trial 3: n_fft=2048, hop_length=682, n_mels=110, n_mfcc=88, MSE=1120.48583984375, Threshold=48.20692723989487
INFO:root:Trial 4: n_fft=2048, hop_length=512, n_mels=70, n_mfcc=20, MSE=3037.51513671875, Threshold=79.40865683555603
INFO:root:Trial 5: n_fft=1024, hop_length=341, n_mels=130, n_mfcc=68, MSE=2632.490234375, Threshold=73.26139402389526
INFO:root:Trial 6: n_fft=2048, hop_length=682, n_mels=50, n_mfcc=36, MSE=1221.76708984375, Threshold=49.97720456123352
INFO:root:Trial 7: n_fft=1024, hop_length=341, n_mels=120, n_mfcc=92, MSE=1802.9061279296875, Threshold=60.78760266304016
INFO:root:Trial 8: n_fft=1024, hop_length=256, n_mels=90, n_mfcc=40, MSE=3052.570068359375, Threshold=78.27731966972351
INFO:root:Trial 9: n_fft=2048, hop_length=512, n_mels=50, n_mfcc=84, MSE=885.7730712890625, Threshold=42.5430468916893
INFO:root:Trial 10: n_fft=512, hop_length=256, n_mels=150, n_mfcc=72, MSE=4075.49462890625, Threshold=90.993008852005
INFO:root:Trial 11: n_fft=2048, hop_length=682, n_mels=100, n_mfcc=100, MSE=898.8458251953125, Threshold=43.14877337217331
INFO:root:Trial 12: n_fft=2048, hop_length=1024, n_mels=90, n_mfcc=100, MSE=895.1555786132812, Threshold=43.023034393787384
INFO:root:Trial 13: n_fft=2048, hop_length=1024, n_mels=70, n_mfcc=76, MSE=890.2032470703125, Threshold=42.745736837387085
INFO:root:Trial 14: n_fft=2048, hop_length=1024, n_mels=60, n_mfcc=72, MSE=887.2333984375, Threshold=42.58376932144165
INFO:root:Trial 15: n_fft=2048, hop_length=512, n_mels=50, n_mfcc=60, MSE=885.7730712890625, Threshold=42.5430468916893
INFO:root:Trial 16: n_fft=512, hop_length=128, n_mels=40, n_mfcc=56, MSE=1898.204345703125, Threshold=61.31804943084717
INFO:root:Trial 17: n_fft=2048, hop_length=512, n_mels=60, n_mfcc=60, MSE=888.0368041992188, Threshold=42.610881984233856
INFO:root:Trial 18: n_fft=2048, hop_length=512, n_mels=80, n_mfcc=80, MSE=893.3258666992188, Threshold=42.91429942846298
INFO:root:Trial 19: n_fft=512, hop_length=128, n_mels=50, n_mfcc=60, MSE=1907.349853515625, Threshold=61.75269079208374
INFO:root:Trial 20: n_fft=2048, hop_length=682, n_mels=160, n_mfcc=84, MSE=1710.1573486328125, Threshold=59.565749526023865
INFO:root:Trial 21: n_fft=2048, hop_length=682, n_mels=50, n_mfcc=68, MSE=886.8975830078125, Threshold=42.56577008962631
INFO:root:Trial 22: n_fft=2048, hop_length=682, n_mels=50, n_mfcc=52, MSE=886.8975830078125, Threshold=42.56577008962631
INFO:root:Trial 23: n_fft=2048, hop_length=682, n_mels=40, n_mfcc=68, MSE=883.283447265625, Threshold=42.46330165863037
INFO:root:Trial 24: n_fft=2048, hop_length=512, n_mels=40, n_mfcc=64, MSE=882.1382446289062, Threshold=42.43609130382538
INFO:root:Trial 25: n_fft=2048, hop_length=682, n_mels=40, n_mfcc=44, MSE=883.283447265625, Threshold=42.46330165863037
INFO:root:Trial 26: n_fft=2048, hop_length=682, n_mels=40, n_mfcc=40, MSE=883.283447265625, Threshold=42.46330165863037
INFO:root:Trial 27: n_fft=2048, hop_length=682, n_mels=60, n_mfcc=28, MSE=1872.37646484375, Threshold=62.10599362850189
INFO:root:Trial 28: n_fft=512, hop_length=170, n_mels=40, n_mfcc=48, MSE=1898.887451171875, Threshold=61.33070492744446
INFO:root:Trial 29: n_fft=1024, hop_length=341, n_mels=80, n_mfcc=44, MSE=2471.33056640625, Threshold=70.46587204933167
INFO:root:Trial 30: n_fft=2048, hop_length=682, n_mels=60, n_mfcc=28, MSE=1872.37646484375, Threshold=62.10599362850189
INFO:root:Trial 31: n_fft=2048, hop_length=682, n_mels=40, n_mfcc=32, MSE=1097.8934326171875, Threshold=47.4431117773056
INFO:root:Trial 32: n_fft=2048, hop_length=682, n_mels=40, n_mfcc=48, MSE=883.283447265625, Threshold=42.46330165863037
INFO:root:Trial 33: n_fft=2048, hop_length=682, n_mels=40, n_mfcc=40, MSE=883.283447265625, Threshold=42.46330165863037
INFO:root:Trial 34: n_fft=2048, hop_length=682, n_mels=60, n_mfcc=64, MSE=889.1729125976562, Threshold=42.63102585077286
INFO:root:Trial 35: n_fft=2048, hop_length=1024, n_mels=70, n_mfcc=52, MSE=1189.339599609375, Threshold=49.409915924072266
INFO:root:Trial 36: n_fft=2048, hop_length=682, n_mels=40, n_mfcc=16, MSE=2163.2353515625, Threshold=66.11211705207825
INFO:root:Trial 37: n_fft=1024, hop_length=341, n_mels=80, n_mfcc=44, MSE=2471.33056640625, Threshold=70.46587204933167
INFO:root:Trial 38: n_fft=512, hop_length=170, n_mels=50, n_mfcc=56, MSE=1907.96044921875, Threshold=61.76270031929016
INFO:root:Trial 39: n_fft=2048, hop_length=682, n_mels=110, n_mfcc=24, MSE=4006.85693359375, Threshold=91.12430548667908
INFO:root:Trial 40: n_fft=1024, hop_length=256, n_mels=140, n_mfcc=36, MSE=5305.513671875, Threshold=102.90689325332642
INFO:root:Trial 41: n_fft=2048, hop_length=682, n_mels=40, n_mfcc=48, MSE=883.283447265625, Threshold=42.46330165863037
INFO:root:Trial 42: n_fft=2048, hop_length=682, n_mels=40, n_mfcc=40, MSE=883.283447265625, Threshold=42.46330165863037
INFO:root:Trial 0: n_fft=1024, hop_length=256, n_mels=130, n_mfcc=20, MSE=8681.8701171875, Threshold=132.01859045028687
INFO:root:Trial 1: n_fft=512, hop_length=128, n_mels=160, n_mfcc=44, MSE=7021.86181640625, Threshold=118.5917272567749
INFO:root:Trial 2: n_fft=2048, hop_length=1024, n_mels=50, n_mfcc=72, MSE=844.306884765625, Threshold=42.519783079624176
INFO:root:Trial 3: n_fft=2048, hop_length=682, n_mels=80, n_mfcc=96, MSE=852.7526245117188, Threshold=42.93378949165344
INFO:root:Trial 4: n_fft=2048, hop_length=512, n_mels=100, n_mfcc=24, MSE=3553.177490234375, Threshold=86.77730941772461
INFO:root:Trial 5: n_fft=512, hop_length=170, n_mels=50, n_mfcc=12, MSE=7762.35205078125, Threshold=118.8282356262207
INFO:root:Trial 6: n_fft=1024, hop_length=341, n_mels=100, n_mfcc=68, MSE=1959.19775390625, Threshold=64.09651732444763
INFO:root:Trial 7: n_fft=2048, hop_length=512, n_mels=70, n_mfcc=76, MSE=849.6233520507812, Threshold=42.779814422130585
INFO:root:Trial 8: n_fft=2048, hop_length=1024, n_mels=60, n_mfcc=60, MSE=846.1492919921875, Threshold=42.58376932144165
INFO:root:Trial 9: n_fft=512, hop_length=128, n_mels=60, n_mfcc=96, MSE=1873.947509765625, Threshold=62.06574034690857
INFO:root:Trial 10: n_fft=2048, hop_length=1024, n_mels=40, n_mfcc=40, MSE=841.1838989257812, Threshold=42.414343416690826
INFO:root:Trial 11: n_fft=2048, hop_length=1024, n_mels=40, n_mfcc=44, MSE=841.1838989257812, Threshold=42.414343416690826
INFO:root:Trial 12: n_fft=2048, hop_length=1024, n_mels=40, n_mfcc=44, MSE=841.1838989257812, Threshold=42.414343416690826
INFO:root:Trial 13: n_fft=2048, hop_length=1024, n_mels=80, n_mfcc=40, MSE=1699.696044921875, Threshold=60.12007009983063
INFO:root:Trial 14: n_fft=2048, hop_length=1024, n_mels=40, n_mfcc=32, MSE=1051.1600341796875, Threshold=47.386937499046326
INFO:root:Trial 15: n_fft=1024, hop_length=512, n_mels=120, n_mfcc=52, MSE=3082.654052734375, Threshold=79.82136082649231
INFO:root:Trial 16: n_fft=2048, hop_length=682, n_mels=80, n_mfcc=32, MSE=2127.9931640625, Threshold=67.23676943778992
INFO:root:Trial 17: n_fft=2048, hop_length=1024, n_mels=40, n_mfcc=56, MSE=841.1838989257812, Threshold=42.414343416690826
INFO:root:Trial 18: n_fft=1024, hop_length=341, n_mels=120, n_mfcc=80, MSE=2009.7830810546875, Threshold=65.04795670509338
INFO:root:Trial 19: n_fft=512, hop_length=256, n_mels=160, n_mfcc=32, MSE=9650.94140625, Threshold=138.0899772644043
INFO:root:Trial 20: n_fft=2048, hop_length=1024, n_mels=70, n_mfcc=52, MSE=1142.1029052734375, Threshold=49.409915924072266
INFO:root:Trial 21: n_fft=2048, hop_length=1024, n_mels=40, n_mfcc=40, MSE=841.1838989257812, Threshold=42.414343416690826
INFO:root:Trial 22: n_fft=2048, hop_length=1024, n_mels=50, n_mfcc=44, MSE=959.3194580078125, Threshold=45.25186038017273
INFO:root:Trial 23: n_fft=2048, hop_length=682, n_mels=60, n_mfcc=64, MSE=848.1165771484375, Threshold=42.63102585077286
INFO:root:Trial 24: n_fft=2048, hop_length=1024, n_mels=40, n_mfcc=48, MSE=841.1838989257812, Threshold=42.414343416690826
INFO:root:Trial 25: n_fft=2048, hop_length=1024, n_mels=50, n_mfcc=24, MSE=1756.6217041015625, Threshold=61.116392970085144
INFO:root:Trial 26: n_fft=2048, hop_length=682, n_mels=70, n_mfcc=36, MSE=1652.4110107421875, Threshold=59.17565476894379
INFO:root:Trial 27: n_fft=512, hop_length=256, n_mels=90, n_mfcc=56, MSE=3047.29296875, Threshold=78.88111543655396
INFO:root:Trial 28: n_fft=1024, hop_length=512, n_mels=140, n_mfcc=84, MSE=2239.35546875, Threshold=68.61299300193787
INFO:root:Trial 29: n_fft=2048, hop_length=682, n_mels=60, n_mfcc=16, MSE=3170.48486328125, Threshold=81.12674260139465
INFO:root:Trial 0: n_fft=2048, hop_length=512, n_mels=80, n_mfcc=24, MSE=2831.39990234375, Threshold=77.52830052375793
INFO:root:Trial 1: n_fft=512, hop_length=256, n_mels=50, n_mfcc=56, MSE=1867.7969970703125, Threshold=61.762022256851196
INFO:root:Trial 2: n_fft=1024, hop_length=256, n_mels=140, n_mfcc=24, MSE=7811.70703125, Threshold=125.51070499420166
INFO:root:Trial 3: n_fft=1024, hop_length=256, n_mels=160, n_mfcc=96, MSE=2250.375, Threshold=68.82513475418091
INFO:root:Trial 4: n_fft=2048, hop_length=512, n_mels=110, n_mfcc=88, MSE=1072.349609375, Threshold=48.18586242198944
INFO:root:Trial 5: n_fft=2048, hop_length=1024, n_mels=130, n_mfcc=40, MSE=2791.813720703125, Threshold=76.88406705856323
INFO:root:Trial 6: n_fft=512, hop_length=256, n_mels=130, n_mfcc=84, MSE=2972.970703125, Threshold=78.53958415985107
INFO:root:Trial 7: n_fft=1024, hop_length=512, n_mels=50, n_mfcc=44, MSE=1490.107666015625, Threshold=55.574626207351685
INFO:root:Trial 0: n_fft=512, hop_length=128, n_mels=40, n_mfcc=52, MSE=2140.28662109375, Threshold=66.71362709999084
INFO:root:Trial 1: n_fft=2048, hop_length=1024, n_mels=120, n_mfcc=76, MSE=1642.7064208984375, Threshold=59.914469957351685
INFO:root:Trial 2: n_fft=1024, hop_length=341, n_mels=100, n_mfcc=68, MSE=2267.78369140625, Threshold=69.59121060371399
INFO:root:Trial 3: n_fft=1024, hop_length=341, n_mels=70, n_mfcc=60, MSE=1786.138427734375, Threshold=61.852035999298096
INFO:root:Trial 4: n_fft=1024, hop_length=341, n_mels=140, n_mfcc=72, MSE=3021.64453125, Threshold=80.24186587333679
INFO:root:Trial 5: n_fft=1024, hop_length=512, n_mels=140, n_mfcc=56, MSE=3894.054931640625, Threshold=90.73598957061768
INFO:root:Trial 6: n_fft=2048, hop_length=682, n_mels=100, n_mfcc=12, MSE=8584.51953125, Threshold=136.02638339996338
INFO:root:Trial 7: n_fft=2048, hop_length=682, n_mels=70, n_mfcc=16, MSE=4490.39501953125, Threshold=99.6272702217102
INFO:root:Trial 8: n_fft=1024, hop_length=341, n_mels=160, n_mfcc=12, MSE=20697.7421875, Threshold=203.44496059417725
INFO:root:Trial 9: n_fft=512, hop_length=128, n_mels=130, n_mfcc=24, MSE=11907.830078125, Threshold=155.2496738433838
INFO:root:Trial 10: n_fft=2048, hop_length=1024, n_mels=120, n_mfcc=100, MSE=1248.818359375, Threshold=52.352180540561676
INFO:root:Trial 11: n_fft=2048, hop_length=1024, n_mels=120, n_mfcc=100, MSE=1248.818359375, Threshold=52.352180540561676
INFO:root:Trial 12: n_fft=2048, hop_length=1024, n_mels=110, n_mfcc=100, MSE=1143.1617431640625, Threshold=50.092185616493225
INFO:root:Trial 13: n_fft=2048, hop_length=1024, n_mels=80, n_mfcc=100, MSE=1034.29052734375, Threshold=47.67882478237152
INFO:root:Trial 14: n_fft=2048, hop_length=1024, n_mels=80, n_mfcc=88, MSE=1034.29052734375, Threshold=47.67882478237152
INFO:root:Trial 15: n_fft=2048, hop_length=1024, n_mels=80, n_mfcc=88, MSE=1034.29052734375, Threshold=47.67882478237152
INFO:root:Trial 16: n_fft=2048, hop_length=1024, n_mels=40, n_mfcc=84, MSE=1022.9129638671875, Threshold=47.75286711752415
INFO:root:Trial 17: n_fft=512, hop_length=256, n_mels=40, n_mfcc=84, MSE=2139.621337890625, Threshold=66.69996285438538
INFO:root:Trial 18: n_fft=2048, hop_length=1024, n_mels=50, n_mfcc=36, MSE=1425.583984375, Threshold=56.3726863861084
INFO:root:Trial 19: n_fft=2048, hop_length=512, n_mels=60, n_mfcc=84, MSE=1028.5618896484375, Threshold=47.64411062002182
INFO:root:Trial 20: n_fft=512, hop_length=128, n_mels=60, n_mfcc=44, MSE=2944.01171875, Threshold=78.31189894676208
INFO:root:Trial 21: n_fft=2048, hop_length=512, n_mels=60, n_mfcc=80, MSE=1028.5618896484375, Threshold=47.64411062002182
INFO:root:Trial 22: n_fft=2048, hop_length=512, n_mels=50, n_mfcc=80, MSE=1025.7796630859375, Threshold=47.69525879621506
INFO:root:Trial 23: n_fft=2048, hop_length=512, n_mels=40, n_mfcc=64, MSE=1021.63916015625, Threshold=47.75034800171852
INFO:root:Trial 24: n_fft=2048, hop_length=512, n_mels=40, n_mfcc=64, MSE=1021.63916015625, Threshold=47.75034800171852
INFO:root:Trial 25: n_fft=2048, hop_length=512, n_mels=40, n_mfcc=64, MSE=1021.63916015625, Threshold=47.75034800171852
INFO:root:Trial 26: n_fft=2048, hop_length=512, n_mels=50, n_mfcc=64, MSE=1025.7796630859375, Threshold=47.69525879621506
INFO:root:Trial 27: n_fft=2048, hop_length=512, n_mels=40, n_mfcc=52, MSE=1021.63916015625, Threshold=47.75034800171852
INFO:root:Trial 28: n_fft=2048, hop_length=512, n_mels=70, n_mfcc=44, MSE=1639.8482666015625, Threshold=60.06158667802811
INFO:root:Trial 29: n_fft=512, hop_length=128, n_mels=40, n_mfcc=44, MSE=2140.28662109375, Threshold=66.71362709999084
INFO:root:Trial 0: n_fft=1024, hop_length=341, n_mels=70, n_mfcc=36, MSE=2567.81982421875, Threshold=72.51428842544556
INFO:root:Trial 1: n_fft=2048, hop_length=682, n_mels=40, n_mfcc=96, MSE=843.0372314453125, Threshold=42.46330165863037
INFO:root:Trial 2: n_fft=512, hop_length=128, n_mels=40, n_mfcc=24, MSE=3094.132080078125, Threshold=78.06515836715698
INFO:root:Trial 3: n_fft=1024, hop_length=256, n_mels=90, n_mfcc=52, MSE=2295.655029296875, Threshold=69.02435302734375
INFO:root:Trial 4: n_fft=1024, hop_length=341, n_mels=70, n_mfcc=20, MSE=4615.59033203125, Threshold=96.44704341888428
INFO:root:Trial 5: n_fft=512, hop_length=128, n_mels=70, n_mfcc=76, MSE=1882.0904541015625, Threshold=62.3809015750885
INFO:root:Trial 6: n_fft=1024, hop_length=256, n_mels=90, n_mfcc=44, MSE=2712.19140625, Threshold=74.74599075317383
INFO:root:Trial 7: n_fft=2048, hop_length=512, n_mels=60, n_mfcc=64, MSE=846.9762573242188, Threshold=42.610881984233856
INFO:root:Trial 8: n_fft=1024, hop_length=512, n_mels=100, n_mfcc=68, MSE=1955.2587890625, Threshold=64.01447415351868
INFO:root:Trial 9: n_fft=512, hop_length=170, n_mels=40, n_mfcc=36, MSE=2064.555908203125, Threshold=64.45884895324707
INFO:root:Trial 10: n_fft=2048, hop_length=1024, n_mels=140, n_mfcc=96, MSE=1257.82275390625, Threshold=52.10126477479935
INFO:root:Trial 11: n_fft=2048, hop_length=682, n_mels=40, n_mfcc=96, MSE=843.0372314453125, Threshold=42.46330165863037
INFO:root:Trial 12: n_fft=2048, hop_length=682, n_mels=130, n_mfcc=100, MSE=1122.0189208984375, Threshold=49.242657005786896
INFO:root:Trial 13: n_fft=2048, hop_length=1024, n_mels=40, n_mfcc=88, MSE=841.1838989257812, Threshold=42.414343416690826
INFO:root:Trial 14: n_fft=2048, hop_length=1024, n_mels=160, n_mfcc=84, MSE=1648.78759765625, Threshold=59.5081844329834
INFO:root:Trial 15: n_fft=2048, hop_length=1024, n_mels=50, n_mfcc=84, MSE=844.306884765625, Threshold=42.519783079624176
INFO:root:Trial 16: n_fft=2048, hop_length=1024, n_mels=60, n_mfcc=88, MSE=846.1492919921875, Threshold=42.58376932144165
INFO:root:Trial 17: n_fft=2048, hop_length=1024, n_mels=120, n_mfcc=72, MSE=1430.7923583984375, Threshold=55.51523995399475
INFO:root:Trial 18: n_fft=2048, hop_length=682, n_mels=80, n_mfcc=60, MSE=1136.491455078125, Threshold=49.37303030490875
INFO:root:Trial 19: n_fft=2048, hop_length=1024, n_mels=110, n_mfcc=88, MSE=1071.224609375, Threshold=48.161760330200195
INFO:root:Trial 20: n_fft=512, hop_length=170, n_mels=50, n_mfcc=76, MSE=1867.4915771484375, Threshold=61.76270031929016
INFO:root:Trial 21: n_fft=2048, hop_length=682, n_mels=40, n_mfcc=100, MSE=843.0372314453125, Threshold=42.46330165863037
INFO:root:Trial 22: n_fft=2048, hop_length=682, n_mels=50, n_mfcc=92, MSE=846.1954345703125, Threshold=42.56577008962631
INFO:root:Trial 23: n_fft=2048, hop_length=682, n_mels=60, n_mfcc=100, MSE=848.1165771484375, Threshold=42.63102585077286
INFO:root:Trial 24: n_fft=2048, hop_length=1024, n_mels=40, n_mfcc=80, MSE=841.1838989257812, Threshold=42.414343416690826
INFO:root:Trial 25: n_fft=2048, hop_length=1024, n_mels=50, n_mfcc=80, MSE=844.306884765625, Threshold=42.519783079624176
INFO:root:Trial 26: n_fft=2048, hop_length=1024, n_mels=80, n_mfcc=52, MSE=1308.1339111328125, Threshold=52.88448202610016
INFO:root:Trial 27: n_fft=2048, hop_length=1024, n_mels=60, n_mfcc=92, MSE=846.1492919921875, Threshold=42.58376932144165
INFO:root:Trial 28: n_fft=2048, hop_length=1024, n_mels=40, n_mfcc=80, MSE=841.1838989257812, Threshold=42.414343416690826
INFO:root:Trial 29: n_fft=512, hop_length=256, n_mels=80, n_mfcc=68, MSE=2223.583984375, Threshold=67.73413228988647
INFO:root:Trial 30: n_fft=1024, hop_length=512, n_mels=50, n_mfcc=12, MSE=5451.0634765625, Threshold=102.53952598571777
INFO:root:Trial 0: n_fft=512, hop_length=128, n_mels=100, n_mfcc=36, MSE=5338.43310546875, Threshold=102.55311584472656
INFO:root:Trial 1: n_fft=1024, hop_length=512, n_mels=100, n_mfcc=24, MSE=5618.26806640625, Threshold=105.7660436630249
INFO:root:Trial 2: n_fft=512, hop_length=170, n_mels=110, n_mfcc=92, MSE=2326.194580078125, Threshold=69.02853202819824
INFO:root:Trial 3: n_fft=512, hop_length=128, n_mels=40, n_mfcc=44, MSE=1898.204345703125, Threshold=61.31804943084717
INFO:root:Trial 4: n_fft=1024, hop_length=341, n_mels=160, n_mfcc=44, MSE=4997.08251953125, Threshold=100.14728879928589
INFO:root:Trial 5: n_fft=512, hop_length=128, n_mels=140, n_mfcc=96, MSE=2853.154052734375, Threshold=76.48685765266418
INFO:root:Trial 6: n_fft=1024, hop_length=256, n_mels=50, n_mfcc=96, MSE=1358.9930419921875, Threshold=52.27103352546692
INFO:root:Trial 7: n_fft=2048, hop_length=682, n_mels=60, n_mfcc=92, MSE=889.1729125976562, Threshold=42.63102585077286
INFO:root:Trial 8: n_fft=512, hop_length=128, n_mels=130, n_mfcc=12, MSE=20804.7421875, Threshold=193.57660102844238
INFO:root:Trial 9: n_fft=1024, hop_length=512, n_mels=120, n_mfcc=20, MSE=8103.1416015625, Threshold=126.69882011413574
INFO:root:Trial 10: n_fft=2048, hop_length=682, n_mels=60, n_mfcc=72, MSE=889.1729125976562, Threshold=42.63102585077286
INFO:root:Trial 11: n_fft=2048, hop_length=682, n_mels=70, n_mfcc=72, MSE=892.1226806640625, Threshold=42.79808634519577
INFO:root:Trial 12: n_fft=2048, hop_length=682, n_mels=70, n_mfcc=68, MSE=917.6420288085938, Threshold=43.40594106912613
INFO:root:Trial 13: n_fft=2048, hop_length=1024, n_mels=70, n_mfcc=76, MSE=890.2032470703125, Threshold=42.745736837387085
INFO:root:Trial 14: n_fft=2048, hop_length=682, n_mels=80, n_mfcc=80, MSE=894.4061279296875, Threshold=42.93378949165344
INFO:root:Trial 15: n_fft=2048, hop_length=682, n_mels=50, n_mfcc=60, MSE=886.8975830078125, Threshold=42.56577008962631
INFO:root:Trial 16: n_fft=2048, hop_length=1024, n_mels=40, n_mfcc=56, MSE=881.4485473632812, Threshold=42.414343416690826
INFO:root:Trial 17: n_fft=2048, hop_length=1024, n_mels=40, n_mfcc=56, MSE=881.4485473632812, Threshold=42.414343416690826
INFO:root:Trial 18: n_fft=2048, hop_length=1024, n_mels=40, n_mfcc=52, MSE=881.4485473632812, Threshold=42.414343416690826
INFO:root:Trial 19: n_fft=2048, hop_length=1024, n_mels=90, n_mfcc=60, MSE=1329.2203369140625, Threshold=52.38383412361145
INFO:root:Trial 20: n_fft=2048, hop_length=1024, n_mels=40, n_mfcc=36, MSE=976.6951293945312, Threshold=44.660091280937195
INFO:root:Trial 21: n_fft=2048, hop_length=1024, n_mels=40, n_mfcc=52, MSE=881.4485473632812, Threshold=42.414343416690826
INFO:root:Trial 22: n_fft=2048, hop_length=1024, n_mels=50, n_mfcc=52, MSE=885.030029296875, Threshold=42.519783079624176
INFO:root:Trial 23: n_fft=2048, hop_length=1024, n_mels=60, n_mfcc=64, MSE=887.2333984375, Threshold=42.58376932144165
INFO:root:Trial 24: n_fft=2048, hop_length=1024, n_mels=40, n_mfcc=48, MSE=881.4485473632812, Threshold=42.414343416690826
INFO:root:Trial 25: n_fft=2048, hop_length=1024, n_mels=80, n_mfcc=36, MSE=1947.443603515625, Threshold=63.237353920936584
INFO:root:Trial 26: n_fft=2048, hop_length=1024, n_mels=50, n_mfcc=84, MSE=885.030029296875, Threshold=42.519783079624176
INFO:root:Trial 27: n_fft=2048, hop_length=1024, n_mels=60, n_mfcc=56, MSE=948.8685302734375, Threshold=44.03700762987137
INFO:root:Trial 28: n_fft=2048, hop_length=1024, n_mels=40, n_mfcc=28, MSE=1248.1734619140625, Threshold=50.6084281206131
INFO:root:Trial 29: n_fft=1024, hop_length=512, n_mels=90, n_mfcc=40, MSE=3051.536865234375, Threshold=78.26109719276428
INFO:root:Trial 30: n_fft=2048, hop_length=1024, n_mels=80, n_mfcc=64, MSE=1109.25146484375, Threshold=47.81844276189804
INFO:root:Trial 31: n_fft=2048, hop_length=1024, n_mels=40, n_mfcc=52, MSE=881.4485473632812, Threshold=42.414343416690826
INFO:root:Trial 32: n_fft=2048, hop_length=1024, n_mels=50, n_mfcc=52, MSE=885.030029296875, Threshold=42.519783079624176
INFO:root:Trial 33: n_fft=512, hop_length=256, n_mels=40, n_mfcc=56, MSE=1898.791015625, Threshold=61.322672843933105
INFO:root:Trial 34: n_fft=2048, hop_length=1024, n_mels=50, n_mfcc=48, MSE=920.9064331054688, Threshold=43.38095259666443
INFO:root:Trial 35: n_fft=1024, hop_length=512, n_mels=40, n_mfcc=44, MSE=1353.1607666015625, Threshold=52.03774893283844
INFO:root:Trial 36: n_fft=512, hop_length=256, n_mels=160, n_mfcc=32, MSE=9731.7548828125, Threshold=138.0899772644043
INFO:root:Trial 37: n_fft=2048, hop_length=1024, n_mels=110, n_mfcc=60, MSE=1625.379150390625, Threshold=57.994080543518066
INFO:root:Trial 38: n_fft=2048, hop_length=682, n_mels=60, n_mfcc=40, MSE=1320.59716796875, Threshold=52.0221928358078
INFO:root:Trial 39: n_fft=512, hop_length=256, n_mels=50, n_mfcc=48, MSE=1986.65283203125, Threshold=62.96740770339966
INFO:root:Trial 40: n_fft=1024, hop_length=341, n_mels=150, n_mfcc=68, MSE=3045.1787109375, Threshold=78.76316046714783
INFO:root:Trial 41: n_fft=2048, hop_length=1024, n_mels=40, n_mfcc=48, MSE=881.4485473632812, Threshold=42.414343416690826
INFO:root:Trial 42: n_fft=2048, hop_length=1024, n_mels=40, n_mfcc=44, MSE=881.4485473632812, Threshold=42.414343416690826
INFO:root:Trial 0: n_fft=2048, hop_length=512, n_mels=70, n_mfcc=88, MSE=891.0089721679688, Threshold=42.779814422130585
INFO:root:Trial 1: n_fft=512, hop_length=128, n_mels=110, n_mfcc=64, MSE=3330.0859375, Threshold=82.04859232902527
INFO:root:Trial 2: n_fft=2048, hop_length=1024, n_mels=60, n_mfcc=20, MSE=2599.592529296875, Threshold=73.3574446439743
INFO:root:Trial 3: n_fft=512, hop_length=128, n_mels=120, n_mfcc=52, MSE=4469.431640625, Threshold=94.62254095077515
INFO:root:Trial 4: n_fft=512, hop_length=128, n_mels=90, n_mfcc=100, MSE=1935.9046630859375, Threshold=62.92571520805359
INFO:root:Trial 5: n_fft=1024, hop_length=256, n_mels=110, n_mfcc=12, MSE=12305.0478515625, Threshold=152.93760871887207
INFO:root:Trial 6: n_fft=1024, hop_length=512, n_mels=160, n_mfcc=60, MSE=3672.052978515625, Threshold=86.27853870391846
INFO:root:Trial 7: n_fft=1024, hop_length=512, n_mels=100, n_mfcc=100, MSE=1378.57275390625, Threshold=53.162461042404175
INFO:root:Trial 8: n_fft=1024, hop_length=341, n_mels=120, n_mfcc=16, MSE=10127.4404296875, Threshold=139.99035167694092
INFO:root:Trial 9: n_fft=512, hop_length=170, n_mels=100, n_mfcc=64, MSE=3020.553466796875, Threshold=78.13234281539917
INFO:root:Trial 10: n_fft=2048, hop_length=682, n_mels=50, n_mfcc=84, MSE=886.8975830078125, Threshold=42.56577008962631
INFO:root:Trial 11: n_fft=2048, hop_length=682, n_mels=40, n_mfcc=84, MSE=883.283447265625, Threshold=42.46330165863037
INFO:root:Trial 12: n_fft=2048, hop_length=682, n_mels=40, n_mfcc=80, MSE=883.283447265625, Threshold=42.46330165863037
INFO:root:Trial 13: n_fft=2048, hop_length=682, n_mels=40, n_mfcc=80, MSE=883.283447265625, Threshold=42.46330165863037
INFO:root:Trial 14: n_fft=2048, hop_length=682, n_mels=70, n_mfcc=44, MSE=1403.3182373046875, Threshold=53.651562213897705
INFO:root:Trial 15: n_fft=2048, hop_length=682, n_mels=50, n_mfcc=76, MSE=886.8975830078125, Threshold=42.56577008962631
